TIME,OUT_T[*K],OUT_H[%],T6[*K],H6[%],T12[*K],H12[%],T18[*K],H18[%],T19[*K],H19[%],T24[*K],H24[%],T25[*K],H25[%],T26[*K],H26[%],LAMP_STATE,FAN_STATE,AC_STATE,HEATER_STATE
2020-01-25 23:25:08.447685,28.0,29.0,27.0,41.0,27.0,38.0,27.0,42.0,28.0,34.0,27.0,30.0,26.0,36.0,26.0,41.0,1,0,0,0
2020-01-25 23:25:54.560142,28.0,28.0,27.0,40.0,27.0,35.0,27.0,42.0,28.0,34.0,27.0,30.0,26.0,36.0,26.0,41.0,1,0,0,0
2020-01-25 23:26:29.027429,28.0,28.0,27.0,40.0,27.0,38.0,27.0,42.0,28.0,33.0,27.0,30.0,26.0,36.0,26.0,40.0,1,0,0,0
2020-01-25 23:27:09.082432,28.0,28.0,27.0,40.0,27.0,35.0,27.0,42.0,28.0,33.0,27.0,30.0,26.0,36.0,26.0,40.0,1,0,0,0
2020-01-25 23:27:54.692866,28.0,28.0,27.0,40.0,27.0,34.0,27.0,42.0,28.0,34.0,27.0,29.0,26.0,36.0,26.0,40.0,1,0,0,0
2020-01-25 23:28:53.998805,29.0,29.0,27.0,40.0,27.0,38.0,27.0,41.0,28.0,34.0,27.0,29.0,26.0,35.0,27.0,40.0,1,0,0,0
2020-01-25 23:29:41.107399,28.0,27.0,27.0,40.0,28.0,36.0,27.0,41.0,28.0,34.0,27.0,29.0,26.0,35.0,27.0,40.0,1,0,0,0
2020-01-25 23:30:41.925837,29.0,28.0,28.0,41.0,28.0,39.0,27.0,41.0,29.0,34.0,27.0,30.0,26.0,35.0,27.0,40.0,1,0,0,0
2020-01-25 23:31:31.057878,29.0,28.0,28.0,41.0,28.0,36.0,27.0,41.0,29.0,34.0,27.0,30.0,26.0,35.0,27.0,40.0,1,0,0,0
2020-01-25 23:32:38.438541,29.0,28.0,28.0,40.0,28.0,38.0,27.0,41.0,29.0,34.0,27.0,30.0,26.0,35.0,27.0,40.0,1,0,0,0
2020-01-25 23:33:47.900045,29.0,28.0,28.0,41.0,28.0,39.0,27.0,41.0,29.0,34.0,27.0,30.0,26.0,34.0,27.0,39.0,1,0,0,0
2020-01-25 23:34:51.242732,29.0,28.0,28.0,40.0,28.0,39.0,27.0,41.0,29.0,34.0,27.0,30.0,26.0,34.0,27.0,39.0,1,0,0,0
2020-01-25 23:35:36.806940,29.0,28.0,28.0,40.0,28.0,38.0,27.0,41.0,29.0,33.0,27.0,30.0,26.0,34.0,27.0,39.0,1,0,0,0
2020-01-25 23:36:21.382363,29.0,28.0,28.0,40.0,28.0,36.0,27.0,41.0,29.0,33.0,27.0,30.0,26.0,34.0,27.0,39.0,1,0,0,0
2020-01-25 23:37:10.518935,29.0,28.0,28.0,40.0,28.0,38.0,27.0,41.0,29.0,33.0,27.0,29.0,26.0,34.0,27.0,38.0,1,0,0,0
2020-01-25 23:37:54.095851,29.0,28.0,28.0,40.0,28.0,35.0,27.0,41.0,29.0,34.0,27.0,30.0,26.0,34.0,27.0,39.0,1,0,0,0
2020-01-25 23:38:48.284558,29.0,28.0,28.0,40.0,28.0,38.0,28.0,42.0,29.0,33.0,28.0,30.0,26.0,34.0,27.0,39.0,1,0,0,0
2020-01-25 23:39:41.512828,29.0,27.0,28.0,40.0,28.0,38.0,27.0,41.0,29.0,34.0,28.0,30.0,26.0,34.0,27.0,39.0,1,0,0,0
2020-01-25 23:40:22.050057,29.0,27.0,28.0,40.0,28.0,36.0,27.0,41.0,29.0,33.0,28.0,30.0,26.0,34.0,27.0,39.0,0,0,0,0
2020-01-25 23:41:06.625247,29.0,27.0,28.0,40.0,28.0,39.0,28.0,42.0,29.0,34.0,27.0,30.0,26.0,34.0,27.0,39.0,0,0,0,0
2020-01-25 23:41:49.713243,29.0,27.0,28.0,41.0,28.0,40.0,27.0,42.0,28.0,34.0,27.0,30.0,26.0,35.0,27.0,40.0,0,0,0,0
2020-01-25 23:42:31.798295,28.0,27.0,27.0,41.0,27.0,36.0,27.0,42.0,28.0,35.0,27.0,29.0,25.0,35.0,26.0,41.0,0,0,0,0
2020-01-25 23:43:24.002402,27.0,29.0,27.0,41.0,27.0,40.0,26.0,43.0,28.0,35.0,26.0,30.0,25.0,36.0,26.0,41.0,0,0,0,0
2020-01-25 23:44:10.591749,27.0,30.0,27.0,42.0,27.0,41.0,26.0,44.0,27.0,35.0,26.0,31.0,25.0,36.0,26.0,42.0,0,0,0,0
2020-01-25 23:45:05.265334,26.0,29.0,26.0,43.0,26.0,38.0,26.0,45.0,27.0,36.0,26.0,31.0,25.0,37.0,26.0,43.0,0,0,0,0
2020-01-25 23:45:53.895118,26.0,29.0,26.0,43.0,27.0,38.0,26.0,45.0,27.0,36.0,26.0,32.0,24.0,37.0,25.0,42.0,0,0,0,0
2020-01-25 23:46:50.636650,25.0,30.0,26.0,43.0,26.0,42.0,25.0,45.0,27.0,37.0,26.0,32.0,24.0,38.0,25.0,42.0,0,0,0,0
2020-01-25 23:47:31.175664,25.0,30.0,26.0,44.0,26.0,40.0,25.0,45.0,27.0,37.0,25.0,32.0,24.0,38.0,25.0,42.0,0,0,0,0
2020-01-25 23:48:20.293894,25.0,30.0,26.0,44.0,26.0,43.0,25.0,45.0,27.0,37.0,25.0,32.0,24.0,38.0,25.0,43.0,0,0,0,0
2020-01-25 23:49:02.349537,25.0,32.0,26.0,44.0,26.0,40.0,25.0,42.0,27.0,37.0,25.0,32.0,24.0,38.0,25.0,43.0,0,0,0,0
2020-01-25 23:49:46.948633,25.0,32.0,25.0,44.0,25.0,39.0,25.0,46.0,26.0,38.0,25.0,33.0,24.0,39.0,25.0,43.0,0,0,0,0
2020-01-25 23:50:32.534747,24.0,33.0,25.0,44.0,25.0,42.0,25.0,46.0,26.0,38.0,25.0,33.0,24.0,39.0,25.0,44.0,0,0,0,0
2020-01-25 23:51:24.210965,24.0,33.0,25.0,44.0,25.0,40.0,25.0,46.0,26.0,38.0,25.0,33.0,24.0,39.0,25.0,44.0,0,0,0,0
2020-01-25 23:52:09.814222,24.0,33.0,25.0,44.0,25.0,43.0,25.0,46.0,26.0,38.0,25.0,34.0,24.0,40.0,25.0,44.0,0,0,0,0
2020-01-25 23:52:51.867514,24.0,34.0,25.0,45.0,25.0,40.0,25.0,46.0,26.0,38.0,24.0,34.0,24.0,39.0,24.0,45.0,0,0,0,0
2020-01-25 23:53:30.415736,24.0,35.0,25.0,45.0,25.0,43.0,24.0,46.0,26.0,38.0,24.0,34.0,24.0,40.0,24.0,45.0,0,0,0,0
2020-01-25 23:54:22.120761,23.0,36.0,25.0,45.0,25.0,43.0,24.0,47.0,26.0,38.0,24.0,35.0,23.0,40.0,24.0,45.0,0,0,0,0
2020-01-25 23:55:16.386243,23.0,36.0,25.0,45.0,25.0,43.0,24.0,46.0,26.0,38.0,24.0,34.0,24.0,40.0,24.0,45.0,0,0,0,0
2020-01-25 23:56:06.069504,23.0,36.0,25.0,45.0,25.0,43.0,24.0,46.0,26.0,38.0,24.0,35.0,23.0,40.0,24.0,45.0,0,0,0,0
2020-01-25 23:56:49.690064,23.0,37.0,25.0,45.0,24.0,43.0,24.0,46.0,26.0,38.0,24.0,35.0,23.0,40.0,24.0,45.0,0,0,0,0
2020-01-25 23:57:40.365358,23.0,37.0,25.0,45.0,25.0,40.0,24.0,46.0,25.0,37.0,24.0,35.0,23.0,40.0,24.0,45.0,0,0,0,0
2020-01-25 23:58:18.412560,23.0,38.0,25.0,45.0,24.0,40.0,24.0,46.0,25.0,37.0,24.0,35.0,23.0,40.0,24.0,45.0,0,0,0,0
2020-01-25 23:59:20.247852,23.0,38.0,25.0,45.0,24.0,43.0,24.0,43.0,25.0,37.0,24.0,36.0,23.0,41.0,24.0,45.0,0,0,0,0
2020-01-26 00:00:10.979562,22.0,39.0,24.0,45.0,24.0,44.0,24.0,43.0,25.0,38.0,24.0,36.0,23.0,41.0,24.0,45.0,0,0,0,0
2020-01-26 00:00:55.069217,22.0,39.0,24.0,45.0,24.0,44.0,24.0,47.0,25.0,38.0,24.0,36.0,23.0,41.0,24.0,45.0,0,0,0,0
2020-01-26 00:01:43.321558,22.0,39.0,24.0,45.0,24.0,44.0,24.0,47.0,25.0,38.0,24.0,36.0,23.0,41.0,24.0,45.0,0,0,0,0
2020-01-26 00:02:27.431714,22.0,39.0,24.0,45.0,24.0,41.0,24.0,44.0,25.0,38.0,24.0,37.0,23.0,41.0,23.0,45.0,0,0,0,0
2020-01-26 00:03:16.622532,22.0,40.0,24.0,45.0,24.0,44.0,24.0,44.0,25.0,38.0,24.0,37.0,23.0,41.0,23.0,45.0,0,0,0,0
2020-01-26 00:03:52.106601,22.0,40.0,24.0,45.0,24.0,44.0,24.0,47.0,25.0,38.0,24.0,37.0,23.0,41.0,23.0,45.0,0,0,0,0
2020-01-26 00:04:34.229925,22.0,40.0,24.0,45.0,24.0,41.0,24.0,47.0,25.0,38.0,23.0,37.0,23.0,41.0,23.0,46.0,0,0,0,0
2020-01-26 00:05:15.851048,22.0,40.0,24.0,45.0,24.0,44.0,23.0,47.0,25.0,38.0,23.0,37.0,23.0,41.0,23.0,46.0,0,0,0,0
2020-01-26 00:06:06.570208,22.0,40.0,24.0,45.0,24.0,44.0,23.0,47.0,25.0,38.0,23.0,38.0,23.0,41.0,23.0,46.0,0,0,0,0
2020-01-26 00:06:59.780137,22.0,40.0,24.0,45.0,24.0,41.0,23.0,44.0,25.0,38.0,23.0,37.0,23.0,41.0,23.0,46.0,0,0,0,0
2020-01-26 00:07:51.989537,22.0,37.0,24.0,45.0,24.0,44.0,23.0,44.0,25.0,38.0,23.0,37.0,23.0,41.0,23.0,46.0,0,0,0,0
