TIME,OUT_T[*C],OUT_H[%],T6[*C],H6[%],T12[*C],H12[%],T18[*C],H18[%],T19[*C],H19[%],T24[*C],H24[%],T25[*C],H25[%],T26[*C],H26[%],LAMP_STATE,FAN_STATE,AC_STATE,HEATER_STATE,M0,M1,M2,M3,M4,M5,M6,M8,M9,M10,M11,M12,M13,M14,M15
2020-02-13 15:30:44.591701,22.0,55.0,24.0,56.0,23.0,51.0,23.0,55.0,25.0,48.0,23.0,53.0,22.0,54.0,23.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:30:50.890824,22.0,58.0,23.0,60.0,22.0,54.0,22.0,59.0,24.0,51.0,22.0,56.0,22.0,57.0,22.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:31:02.239686,22.0,58.0,23.0,59.0,22.0,54.0,22.0,58.0,24.0,51.0,22.0,56.0,22.0,57.0,22.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:31:15.143609,22.0,57.0,24.0,59.0,22.0,53.0,22.0,58.0,25.0,50.0,22.0,55.0,22.0,57.0,22.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:31:26.503606,23.0,56.0,24.0,59.0,22.0,50.0,22.0,58.0,25.0,50.0,22.0,55.0,22.0,57.0,22.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:31:32.825276,23.0,55.0,24.0,59.0,23.0,52.0,22.0,58.0,25.0,50.0,23.0,54.0,22.0,56.0,23.0,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:31:41.664805,23.0,54.0,24.0,58.0,23.0,49.0,22.0,58.0,25.0,49.0,23.0,53.0,22.0,56.0,23.0,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:31:54.572479,24.0,53.0,24.0,58.0,23.0,52.0,22.0,58.0,25.0,49.0,23.0,53.0,22.0,55.0,23.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:32:03.418913,24.0,51.0,24.0,57.0,23.0,51.0,22.0,58.0,26.0,49.0,23.0,52.0,23.0,55.0,23.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:32:17.311150,25.0,50.0,24.0,57.0,23.0,51.0,22.0,57.0,26.0,48.0,23.0,52.0,23.0,55.0,23.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13 15:32:26.139788,25.0,48.0,25.0,56.0,23.0,50.0,22.0,57.0,26.0,48.0,24.0,51.0,23.0,54.0,23.0,54.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
